0,W,0x34400010,0x100201010101
2,W,0x34400020,0x200000001002020200
2,W,0x34400040,0x1000300800001002020201
2,W,0x34400030,0x4C67B2DB77F13CE9D270F81660C5E256
2,W,0x34400050,0x24744DC462D9E9F26741D1556EE2AC5D
2,W,0x34500000,0x17C70DD94CFDF2725012F0DC710C602D
2,W,0x34500010,0x7F729D7CC70F0F77AF4C0074909449D2
2,W,0x34500020,0x2DD4F9D92FDD4D42807DD244D14F09D2
2,W,0x34500030,0x10DCFE9D77FDE49DC4999CD49D449D9F
2,W,0x34500040,0x0DED7F4D11CD230D21429997CD4240492
2,W,0x34500050,0x0C0D24F21274D4DD7C4DFFDC79C9D929D
2,W,0x34500060,0x79D799DD2F99D4D7AE8D3E77C897E3C2
2,W,0x34500070,0x0FF999F442F94DDD4C4DDD3D4D22422DD
2,W,0x34500080,0x0D9C4DDFD4FDC9094D3C7807F101DC6F0
2,W,0x34500090,0x40FFC0F774DF20D4DF941049C9C4C614
2,W,0x345000A0,0x0DD4DF49F49F9D422D9491D372DD2400F
2,W,0x345000B0,0x23F4C921292973993F9DD22DFD92F994
2,W,0x345000C0,0x0D4781EC87429CE70D9392F9F72249044
2,W,0x345000D0,0x0DF992044777423FF9979D4F4997D4944
2,W,0x345000E0,0x2F29CF7479922994109CA321808486FE
2,W,0x345000F0,0x4999D29FF4D2D29D29422D9DDF42D0F4
2,W,0x34500100,0x7CE49949C2F0474FCA6FFE2E883DF8F6
2,W,0x34500110,0x0D1F94F7E7C39F92D78E9007E944F71C0
2,W,0x34500120,0x0D709D94F994D92D4D1609F73D7FFF922
2,W,0x34500130,0x48E340D0C1FE2F279D42DDFDDF70439C
2,W,0x34500140,0x483F7EC3CC3E421DFCE99F7424DD0227
2,W,0x34500150,0x0FCEFD4402DF4DCC447024D442949F924
2,W,0x34500160,0x0949D4D704404F49D1AB90E8618E2074E
2,W,0x34500170,0x22D992D2D299424D910DDFDF47F0489E
2,W,0x34500180,0x09D7D70E993D2F4924C82A0E1001D9F11
2,W,0x34500190,0x271210E799DD4247D7841F6742D9D9C1
2,W,0x345001A0,0x0D4DD2D94944DD4249C178D64F49D047C
2,W,0x345001B0,0x0D71714E1094F042149D9D409D4214434
2,W,0x345001C0,0x0D8CC803747229C2722C274E709FD9244
2,W,0x345001D0,0x0D2C4CDE7F2494C7722D4C962F9297FD4
2,W,0x345001E0,0x097C4D9FD44D49F44FA80A0BA0024D9A1
2,W,0x345001F0,0x444DF42D949F4D24F42D22E9FDFD9479
2,W,0x34500200,0x423FCD974F9F9D29230F8EC812DE2111
2,W,0x34500210,0x427972F2F2F0DD7229907912DF930D2C
2,W,0x34500220,0x0944DD479DD9229D92742703C0D422C2C
2,W,0x34500230,0x7824896D3D487284F19D4D3F094299DD
