2,W,0x700010,0x2000000A00010000000010001
2,W,0x400010,0x10
2,W,0x500000,0x5A00810000DB010000BD818100008100
2,W,0x500010,0x5701000000BE01010061008100008190
2,W,0x500020,0x5600000100A10101005F008100818100
2,W,0x500030,0x1000000008E01010061008100818100
2,W,0x500040,0x090000000008C01010061008100008100
2,W,0x500050,0x09D0000000091010F0061818100008100
2,W,0x500060,0x096000001008E01100060818100008100
2,W,0x500070,0x09B0000010005011000A4828100008100
2,W,0x500080,0x0980000010024011000A1818100008100
2,W,0x500090,0x0970000010029011000A1818100008100
2,W,0x5000A0,0x0980000010026011000A1818100008100
2,W,0x5000B0,0x0980000010020011000A0818100008100
2,W,0x5000C0,0x0980000010026011000A0828100008100
2,W,0x5000D0,0x0970000010011011000A0818100008100
2,W,0x5000E0,0x098000001001C011000A0818100008100
2,W,0x5000F0,0x0970000010000011000A0818100008100
2,W,0x500100,0x4878194000001B6B200000081AABB02
2,W,0x500110,0x4818181000000313600000000930000
2,W,0x500120,0x481818100000039370000009D891300
2,W,0x500130,0x48181810000003D37000000978C0200
2,W,0x500140,0x48181810000003C370000008E8D0600
2,W,0x500150,0x40081810000003941000000018B0600
2,W,0x500160,0x4008190000000335100000001890E00
2,W,0x500170,0x40081920000002B5200000001841200
2,W,0x500180,0x4008192000000275200000001830900
2,W,0x500190,0x40081920000002A5200000001820500
2,W,0x5001A0,0x4008192000000275200000001820400
2,W,0x5001B0,0x4008192000000275200000001820B00
2,W,0x5001C0,0x4008192000000275200000001821100
2,W,0x5001D0,0x40081920000002A5200000001821100
2,W,0x5001E0,0x40081920000002A5200000001821100
2,W,0x5001F0,0x40081920000002D5100000001821200
2,W,0x500200,0x3FE781008D00BD000E81D101370060
2,W,0x500210,0x46E300000000CA000000CA0034001F
2,W,0x500220,0x4CE200000C00E2000000A800300025
2,W,0x500230,0x46CC81000900E3000000A400310052
2,W,0x500240,0x3FCC00000000E2000000A700310055
2,W,0x500250,0x3ECC00000081E2000000A9002F0053
2,W,0x500260,0x3ECD00000085E2000000A5002B0042
2,W,0x500270,0x3ECD00000086E3000012A200270033
2,W,0x500280,0x3ECD00000086E3000012A90028002A
2,W,0x500290,0x3ECD00000085E3000012AA00270020
2,W,0x5002A0,0x3ECD00000085E3000012AB0027001A
2,W,0x5002B0,0x3ECD00000085E3000012AB00270016
2,W,0x5002C0,0x3ECD00000086E3000012AB0027002D
2,W,0x5002D0,0x3ECD00000085E3000012AB00270023
2,W,0x5002E0,0x3ECD00000085E3000012AB00270025
2,W,0x5002F0,0x3ECD00000085E2000012AB00270010
2,W,0x500300,0x32002C00E4000038008800009E00
2,W,0x500310,0x22002600E100002500320000A58C
2,W,0x500320,0x54002400DF00000C00320000A700
2,W,0x500330,0x56002500E0000000003400009D00
2,W,0x500340,0x56002500E0000000003400002C00
2,W,0x500350,0x56002400E0000000003100002E00
2,W,0x500360,0x08455002400E0000000009F00002200
2,W,0x500370,0x08456002400B600000000A000001D00
2,W,0x500380,0x08355002300B600000000A000002000
2,W,0x500390,0x08355002300B600000000A000001B00
2,W,0x5003A0,0x08355002300B600000000A000002000
2,W,0x5003B0,0x08355002300B600000000A000002200
2,W,0x5003C0,0x08355002300B600000000A000002000
2,W,0x5003D0,0x08355002300B600000000A000001B00
2,W,0x5003E0,0x08355002300B600000000A000001C00
2,W,0x5003F0,0x08355002300B600000000A000002200
2,W,0x500400,0x0BB84000501BF00C381980000810000
2,W,0x500410,0x18200000000C000A281001A00000000
2,W,0x500420,0x100000000D3009581812200000100
2,W,0x500430,0x100009000D9009B81019600000100
2,W,0x500440,0x09400C800968101AA00000000
2,W,0x500450,0x100009500BF00908101A600000000
2,W,0x500460,0x10000940094009A81018700000000
2,W,0x500470,0x0D000095008D00A281011300000000
2,W,0x500480,0x10000095009800A681011A00000000
2,W,0x500490,0x1100009500B300A981012100000000
2,W,0x5004A0,0x1000009500A600AA81012100000000
2,W,0x5004B0,0x11000095009300A481011D00000000
2,W,0x5004C0,0x11000095008100A081011E00000000
2,W,0x5004D0,0x11000095008100A181012000000000
2,W,0x5004E0,0x10000095000700A081011D00000000
2,W,0x5004F0,0x110000950018009C81011D00000000
2,W,0x500500,0x08500313600000021B8B89D81CE00C3
2,W,0x500510,0x08100221B060000B6CAAE9451D100E9
2,W,0x500520,0x08100580100000039CD4D914DCE00E6
2,W,0x500530,0x081005A010000002DC2519400D100E8
